17764:dba132f6ab6a3e3d17a8d59e82105f4c:11977.19:1:Ludwig Klumb
85260:970627414218ccff3497cb7a784288f5:22112.71:0:Alvarado Herbst
52603:0765933456f074d2c75bbbad63af95e6:46435.34:1:Cary Squires
99338:28f248e9279ac845995c4e9f8af35c2b:16840.93:1:Isabella Bond
10346:1d0932d7f57ce74d9d9931a2c6db8a06:25429.42:1:Clovis Kempel
99506:e369628fed6bf2eebe51b12efe570e6b:23265.39:1:Orie Fess
45971:394868456436dbe743e4380554c0493a:10533.16:1:Park Toof
31511:848c4965359e617d5e16c924b4a85fd9:11734.58:0:Aurilla McWiggons
84156:84abefb81e5d630650135f00fbb57f21:46615.94:0:Clinton Earle
43186:18cdf49ea54eec029238fcc95f76ce41:7047.45:0:Merritt Kassel
08490:bb702465f3c3141263ddd046c9585b27:42909.77:0:Kit Alexandria
07219:4582ef600b4316d72eede3ef78fc77d9:8410.34:1:Ellen McCreery
22027:93661c10ed346f9692f4d512319799b3:36128.66:1:Donaciano Routh
62500:22f7e834551fbb0f6ea55b04889e8eb1:45153.62:1:Tobert Barjmann
55832:67ba02d73c54f0b83c05507b7fb7267f:16031.54:0:Leonie Muntz
36474:1d6408264d31d453d556c60fe7d0459e:15310.17:0:Wes Zentmyer
46479:653cd6f9efefe6d273e2c116d2a6b765:34507.86:1:Elfie Kime
34999:516b38afeee70474b04881a633728b15:11013.69:1:Cara Gaunt
32811:9f6992966d4c363ea0162a056cb45fe5:41038.92:0:Justus Wilde
84771:042bea71b7607e3132ecd3fe54e1cac7:43763.49:0:Dorcas Kaufman
52339:59112692262234e3fad47fa8eabf03a4:732.19:1:Malden Gron
62449:b66dc44cd9882859d84670604ae276e6:39541.08:1:Bertram Fanelly
82939:1fd09c5f59a8ff35d499c0ee25a1d47e:26492.66:0:Opha Edson
70622:f937c8fddbe66ab03c563f16d5cfa50c:40332.50:1:Press Leet
48485:a51fb975227d6640e4fe47854476d133:1976.04:1:Mertie Brucker
97192:64314c17210c549a854f1f1c7adce8b6:29839.88:1:Phillis Brinker
77551:12bcd658ef0a540cabc36cdf2b1046fd:31732.65:0:Al Fritter
48103:d594b1a945b5d645e59e21f88bd2d83b:17587.75:0:Ina Bevans
88537:4cc05b35c2f937c5bd9e7d41d3686fff:13827.83:1:Pratt Appleby
62364:6f780a0221033e49ffec2199ba1d74b2:16761.39:1:Mima McClary
38447:e8542a04d734d0cae36d648b3f519e5c:43770.03:0:Emelia Axtell
54657:05a4459d3d5c309f5ab86521d1d2bb69:43999.10:1:Gregoria Doly
43980:b0d6951563a26ffeb2405a9653b3b422:36928.65:0:Heber Schlieper
77384:f7dd39d47c6f28f7877155ccffad0192:7388.25:1:Leanna Wilksen
68463:27d52bcb3580724eb4cbe9f2718a9365:23687.89:1:Mignon Breakedge
53781:45d07b00b0188a892509950ff919e14e:32402.32:1:Belton Clibourn
39260:f83630579d055dc5843ae693e7cdafe0:27745.17:0:Allie Jenkins
39209:8452a95c40e2b232acd9b8a8712935d7:43151.57:0:Terence Kane
95263:f3d571464884bd70af5194916484632f:11274.41:1:Emmer Donavan
55020:a26398dca6f47b49876cbaffbc9954f9:38973.97:1:Ayers Bowden
72558:716e1b8c6cd17b771da77391355749f3:37241.24:1:Benuj Pressinger
99573:604f2c31e67034642b288d76a8df11d5:18599.31:0:Viney Deardorff
93597:a1d2e644cf5204646a9e4be041fc53a3:32039.11:1:Marcellus Tramble
22023:5aa3405a3f865c10f420a4a7b55cbff3:3141.98:0:Gaylord Crump
41255:bc19986e5c658d4135bd559a0b37c0bc:24684.53:1:Natalie Dehue
66392:16bb35ba24bac33d95ee9f1f65a41b53:37861.23:0:Marion Harrah
53900:01e9565cecc4e989123f9620c1d09c09:46815.60:0:Aria Says
59198:7985672db979303a6c765f40915b3d30:13791.32:0:Georgie Dahl
88032:a8eaf88e26451020bf62ab0bc441ec13:27890.02:0:Ada Byers
13739:d72fbbccd9fe64c3a14f85d225a046f4:40679.63:0:Iona Alberth
83934:2051bd70fc110a2208bdbd4a743e7f79:36282.08:0:Waverly Grinder
35402:25824988925b5fd75ef84e8202957b74:30953.10:0:Hector Shriver
71485:956685427c5cd9dcb04f784272727336:39006.43:0:Thora Grovesnor
24584:b4f8e5c5fb53f5ba81072451531d5460:17507.82:0:Elna Samoms
54472:f6c79f4af478638c39b206ec30ab166b:19430.60:1:Commodore Cowlin
91513:faad95253aee7437871781018bdf3309:7043.27:0:Kathern Hubble
94654:b928fec5932bf2fddd2cc88c038b8ccb:9508.61:1:Armond Haseloh
89771:8975ca870012be158efd8c5824b3eb7c:8884.24:1:Lida Brommelmire
51372:cbfe5681369338a48e2d1b63998099d6:12445.22:1:Carol Beebe
90469:eebaf128a237a5508d3477c0c2e56986:46111.15:1:Tena Glaze
75666:8f2f470bb9d82081f256a839f1cc8f6c:13574.05:0:Vira Griffey
51733:2ad579963f05c5d61bf41f86ccda8970:49095.56:0:Minor Huddleson
47704:5ee5605917626676f6a285fa4c10f7b0:10045.90:0:Lessie Wortman
21944:d042be1b4b72c110d21287b3dad13867:39444.38:0:Flo Anyan
37677:4dd9cec1c21bc54eecb53786a2c5fa09:41747.61:1:Walton Dunwoody
01432:e0308d73972d8dd5e2dd27853106386e:44794.53:0:Clare Friend
93915:3341f6f048384ec73a7ba2e77d2db48b:21896.62:1:Dossie Sland
68502:c60d870eaad6a3946ab3e8734466e532:1437.64:1:Joan Bly
97152:6bcf53c2bdbee891ffaca1e612b0076c:47398.11:1:Alfonzo Resier
03887:0f1436a95643b9b2290678e35a58d859:18205.25:1:Meta Metz
66313:24759597b99d21ef84e6c86c29e56aab:33003.14:0:Maida Zumbrun
39186:481fbfa59da2581098e841b7afc122f1:11581.67:0:Bencel Coplen
28112:aaf2979785deb27864047e0ea40ef1b7:11102.23:0:Alva Hubartt
07306:3d3103fc27ffaea9fcbaebd91c8fff07:34729.36:1:Eruin Odell
59494:894a200a66c2b57205af564d6883882a:30363.00:0:Finneus Welsh
75908:f1b8b7b3ceb65c188dcdc0851634cadf:18088.00:1:Cecil Finger
25529:1160453108d3e537255e9f7b931f4e90:38387.08:1:Winston Minnor
39428:1d7c2aae840867027b7edd17b6aaa0e9:15453.11:0:Orin Hatten
80597:1394825a8b6a5fc3f5beb14842d0cae8:43974.05:1:Hermen Breden
62967:212ab20dbdf4191cbcdcf015511783f4:42823.68:1:Almedia Turdale
63604:6c2e49911b68d315555d5b3eb0dd45bf:24274.54:1:Jessee McLaughlin
23537:55a988dfb00a914717b3000a3374694c:45592.33:0:Eula Banderberg
93321:6917ff2a7b53421ff4066020e2d89eec:26815.92:0:Claire McNamar
89812:b1c00bcd4b5183705c134b3365f8c45e:24558.36:0:Alvin Blanchard
02318:36dcd524971019336af02550264b8a08:38373.73:0:Osie Unger
99760:a4e858c15255e55d5e1e221bd151154f:37423.54:1:Flora Meehan
33734:4a11654ad1e1e48352252859ff3032a0:7798.83:1:Annabel Ridge
64335:a292685556cdeb779dbc336e83dfb3cb:35170.63:0:Corinne Casterline
41727:3ceca2fc13c2fa01d4aed1e552d3a6fb:44829.87:1:Dana Bradury
10246:cfbc6c5cfb8a3e10fab12aa3512153df:18001.79:1:Lionel Hoenshell
54354:f34185c4ca5d58e781d4f14173d41e5d:10843.64:1:Kelly Wooster
74124:51737b30393ac6058460f2e602498f01:25435.26:1:Orpha Underwood
26839:18903e4430783a191b0cfab439daaef8:17180.55:0:Sybil Golding
48340:c2ba1bc54b239208cb37b901c0d3b363:36919.59:0:Aura Dunsford
04873:f7426bc1998891cd172a10233b83a8de:7129.63:1:Eden Lidgard
76331:6c052987d532af0c64292b38541801e8:4381.28:1:Pauline Haseloh
04800:a2ddec5d2622130abdee490f032e3faf:2537.89:1:Eulalie Grafton
96290:87f4d79e36d68c3031ccf6c55e9bbd39:5868.47:0:Inga Meng
52291:e0cd3f16f9e883ca91c2a4c24f47b3d9:12531.97:1:Mell Barnhard
04675:05ae14d7ae387b93370d142d82220f1b:7974.83:0:Reuben Lathram
